0.8153760597615705	1.0	0.001	-6.375763467250359e-7	6.27419655221451e-10	-2.426801838312853e-13	8.29233879547731e-16	-6.679936293443284e-16	2.7369544367591173e-16	2.1683262749446226e-16
0.8153700992263211	1.0	0.004290000000192918	-1.1734306432536052e-5	4.9530035332620166e-8	-2.4246869049771276e-10	-7.944644342338122e-13	3.467020670567396e-15	1.8809526672361306e-16	-1.5916270988376402e-16
0.8153567200251461	1.0	0.007580000000122473	-3.6635272808251864e-5	2.7319669249682866e-7	-2.257162795375889e-9	1.7525223375662112e-11	-1.1676744054439336e-13	-5.240651933929688e-17	9.118868755066645e-16
0.8153359165567737	1.0	0.010870000000132793	-7.534599586452369e-5	8.06045008539053e-7	-1.0019534245481697e-8	1.3054379632094105e-10	-1.682808900898418e-12	2.0012065854329815e-14	8.15804790710028e-16
0.8153076829120288	1.0	0.014160000000138319	-0.00012787277518928745	1.7823300817188318e-6	-2.9064104449707273e-8	5.070521519803251e-10	-9.041427836711252e-12	1.5858079366436868e-13	-1.4865262381661023e-15
0.8152720067261456	1.0	0.01745000000014178	-0.00019422510582964585	3.3367502315358194e-6	-6.717579517161153e-8	1.4551322556683004e-9	-3.256699425336886e-11	7.33474080565031e-13	-1.5952241142704336e-14
0.8152288738472903	1.0	0.02074000000000011	-0.00027441496441589296	5.604357849078002e-6	-1.3419770345743657e-7	3.4644175014098685e-9	-9.279238375930444e-11	2.520415135721844e-12	-7.103021793766479e-14
0.8151782671378676	1.0	0.024030000000000135	-0.00036845684167147836	8.720655567512965e-6	-2.4205001752188546e-7	7.24910525327377e-9	-2.2566123382599953e-10	7.144718215350349e-12	-2.353199813481769e-13
0.8151201664110173	1.0	0.02732000000000017	-0.00047636776487806437	1.2821685369687212e-5	-4.0474888187567604e-7	1.379169445377944e-8	-4.889155040740822e-10	1.76574396425615e-11	-6.695142052563748e-13
0.8150545484108228	1.0	0.030610000000000193	-0.0005981673205458981	1.804411744181385e-5	-6.384276567740357e-7	2.4387521057245434e-8	-9.69653129450252e-10	3.931350002583862e-11	-1.685271363613368e-12
