0.8153760597599705	1.0	0.001	-6.375766141697774e-7	6.274172451022906e-10	-2.4297348564519653e-13
0.8153700992269739	1.0	0.004290000000192915	-1.1734306661901383e-5	4.953006751478283e-8	-2.416525793070594e-10
0.8153567200011376	1.0	0.007580000000122469	-3.6635273208038465e-5	2.7320113327591904e-7	-2.2870654213252955e-9
0.8153359165615055	1.0	0.010870000000132789	-7.534599588401514e-5	8.06054368365052e-7	-1.0239309940663373e-8
0.8153076829116345	1.0	0.014160000000138314	-0.00012787277672820396	1.7823697166158907e-6	-2.991793782096755e-8
0.8152720067157049	1.0	0.017450000000141776	-0.0001942251159048122	3.3368893775720747e-6	-6.963094638571896e-8
0.8152288737945439	1.0	0.020740000000000123	-0.00027441500333745983	5.604754284281583e-6	-1.4005657392851737e-7
0.8151782669571006	1.0	0.024030000000000152	-0.0003684569577945251	8.721623144472116e-6	-2.5433905310785714e-7
0.8151201659211237	1.0	0.02732000000000018	-0.0004763680592977138	1.2823790166957809e-5	-4.281869398157413e-7
0.8150545472627174	1.0	0.030610000000000206	-0.0005981679855999228	1.804830842283143e-5	-6.799766784293741e-7
